PR,Multi_funcion_nokegg_noVB12
3.993738322,0.718663883
3.993738322,0.70766323
3.993738322,0.758038292
3.993738322,0.712676298
3.993738322,0.697110541
3.993738322,0.71500437
3.993738322,0.659242487
3.993738322,0.732891535
3.993738322,0.705421473
3.993738322,0.726919409
3.993738322,0.789067804
3.993738322,0.808620073
3.993738322,0.68600414
3.993738322,0.698218168
3.186925793,0.839159338
3.186925793,0.758785606
3.628502879,0.758789987
3.628502879,0.76823652
3.628502879,0.801058084
3.186925793,0.805705263
3.628502879,0.808546253
3.186925793,0.790981779
3.628502879,0.839664629
3.628502879,0.83986066
3.186925793,0.748288463
3.186925793,0.785397864
3.838708252,0.648972527
3.838708252,0.71048814
3.838708252,0.681036645
3.838708252,0.639636019
3.838708252,0.629207629
3.838708252,0.633707007
3.838708252,0.627217013
3.838708252,0.697014243
3.838708252,0.655109026
3.838708252,0.685514005
3.838708252,0.598283397
3.838708252,0.653592255
3.838708252,0.796562274
3.838708252,0.61119064
3.838708252,0.652537416
3.838708252,0.648082345
3.838708252,0.381319903
3.838708252,0.243207496
3.838708252,0.251983793
3.838708252,0.696655415
3.838708252,0.625376794
3.838708252,0.660467881
3.838708252,0.616189679
3.838708252,0.749801697
3.838708252,0.646466029
3.838708252,0.654936431
3.838708252,0.645312584
3.838708252,0.665387602
3.838708252,0.635402972
3.838708252,0.479163741
3.838708252,0.770385462
3.838708252,0.72871312
3.838708252,0.732879048
3.838708252,0.732912258
3.838708252,0.632189992
3.838708252,0.628727825
3.838708252,0.754091809
3.838708252,0.788247395
3.838708252,0.776690984
3.838708252,0.730362376
3.838708252,0.778190483
3.838708252,0.56276433
3.838708252,0.665661125
3.838708252,0.625029751
3.838708252,0.797832741
3.838708252,0.777694789
3.838708252,0.708269529
3.838708252,0.702536624
3.838708252,0.700892171
3.838708252,0.692631056
3.838708252,0.77861994
3.838708252,0.713763015
3.838708252,0.608850834
3.838708252,0.746108377
3.838708252,0.791171487
3.838708252,0.702738635
3.838708252,0.725958938
3.838708252,0.780949079
3.838708252,0.770078513
3.838708252,0.754232799
3.838708252,0.776504997
3.838708252,0.726772156
3.838708252,0.652344943
3.838708252,0.750325308
3.838708252,0.750325308
3.838708252,0.649800652
3.838708252,0.758799953
3.838708252,0.792112191
3.838708252,0.698981988
3.838708252,0.585756895
3.838708252,0.809555682
3.838708252,0.77408245
3.838708252,0.768312896
3.838708252,0.781100313
3.838708252,0.686420394
3.838708252,0.651536121
3.838708252,0.760028901
3.838708252,0.725948118
3.838708252,0.745451583
3.838708252,0.719258254
3.838708252,0.71990372
3.838708252,0.747095178
3.838708252,0.678643086
3.838708252,0.468997731
3.838708252,0.47939356
3.838708252,0.573076169
3.838708252,0.713875337
3.838708252,0.686268905
3.838708252,0.578205482
3.838708252,0.625130874
3.838708252,0.492357397
3.838708252,0.621087186
3.838708252,0.641269172
3.838708252,0.680152486
3.838708252,0.477836158
3.838708252,0.211427119
3.838708252,0.70620128
3.838708252,0.733125155
3.838708252,0.734568158
3.838708252,0.602845148
3.838708252,0.616188335
3.838708252,0.602140351
3.838708252,0.569846877
3.838708252,0.722389736
3.838708252,0.747973327
3.838708252,0.776690235
3.838708252,0.681577197
3.838708252,0.705207161
3.838708252,0.686195541
3.838708252,0.730373587
3.838708252,0.746934322
3.838708252,0.767061225
3.838708252,0.789933814
3.838708252,0.756913659
3.838708252,0.641969657
3.838708252,0.613656362
3.838708252,0.658661739
3.838708252,0.615072998
3.838708252,0.734659581
3.838708252,0.728223982
3.838708252,0.710249939
3.838708252,0.646372919
3.838708252,0.60355207
3.838708252,0.600682948
3.838708252,0.663050045
3.838708252,0.71138735
3.838708252,0.68851532
3.838708252,0.602810831
3.838708252,0.658506324
3.838708252,0.758345971
3.838708252,0.633061627
3.838708252,0.598094663
3.838708252,0.753017689
3.838708252,0.724219196
3.838708252,0.773596708
3.838708252,0.745477759
3.838708252,0.658012623
3.838708252,0.667844065
3.838708252,0.64961106
3.838708252,0.795441618
3.838708252,0.764669982
3.838708252,0.722817354
3.838708252,0.749296392
3.838708252,0.766552709
3.838708252,0.801245224
3.838708252,0.800390934
3.838708252,0.775745113
3.838708252,0.759094291
3.838708252,0.733404298
3.838708252,0.525965068
3.838708252,0.639988582
3.838708252,0.59779115
3.838708252,0.775049533
3.838708252,0.783474197
3.838708252,0.790888656
3.838708252,0.790534779
3.838708252,0.677623307
3.838708252,0.793915924
3.838708252,0.658898161
3.838708252,0.692226804
3.838708252,0.699920761
3.838708252,0.673091829
3.838708252,0.539843552
3.838708252,0.652423915
3.838708252,0.754935303
3.838708252,0.636781644
3.838708252,0.606723609
3.838708252,0.485132702
3.838708252,0.754559102
3.838708252,0.675180976
3.838708252,0.674836723
3.838708252,0.363820316
3.838708252,0.41225174
3.838708252,0.479962275
3.838708252,0.805377906
3.838708252,0.709029894
3.838708252,0.792205
3.838708252,0.67950968
3.838708252,0.697507005
3.838708252,0.710886867
3.838708252,0.725983133
3.838708252,0.647609252
3.838708252,0.695357259
3.838708252,0.728910212
3.838708252,0.707895152
3.838708252,0.698189669
3.838708252,0.715482857
3.838708252,0.67636444
3.838708252,0.665204334
3.838708252,0.698060497
3.838708252,0.677944384
3.838708252,0.691040528
3.838708252,0.643292258
3.838708252,0.644420044
3.838708252,0.763182718
3.838708252,0.703711361
3.838708252,0.697663447
3.838708252,0.68642172
3.838708252,0.615348668
3.838708252,0.738129962
3.838708252,0.6598919
3.838708252,0.740727134
3.838708252,0.694527528
3.838708252,0.692502247
3.838708252,0.660041396
3.838708252,0.657634287
3.838708252,0.598851367
3.838708252,0.592214871
3.838708252,0.673753074
3.838708252,0.644263252
3.838708252,0.621623736
3.838708252,0.376707967
3.838708252,0.434123912
3.838708252,0.6499911
3.838708252,0.627660878
3.838708252,0.639510546
3.838708252,0.742891608
3.838708252,0.602056242
3.838708252,0.623132472
3.838708252,0.651850731
3.838708252,0.516037053
3.838708252,0.683232414
3.838708252,0.613516819
3.838708252,0.636934321
3.838708252,0.628785748
3.838708252,0.636968902
3.838708252,0.677900214
3.838708252,0.681116907
3.838708252,0.552050624
3.838708252,0.759193451
2.752079563,0.505498399
2.752079563,0.572139236
2.752079563,0.457553876
2.752079563,0.525937417
2.06928162,0.546436958
2.06928162,0.484854297
2.06928162,0.583472676
2.06928162,0.451610292
0,0.667940687
0,0.663317238
0,0.656274079
3.746233795,0.649912937
0,0.67272317
0,0.673775378
0,0.679681694
0,0.839891252
0,0.693033687
0,0.63873972
0,0.813419702
0,0.787903409
0,0.776570706
0,0.711377741
0,0.735010463
0,0.736383966
3.876247496,0.757460616
0,0.739002476
0,0.741612816
3.876247496,0.784812039
3.51071389,0.808976143
3.51071389,0.763771795
3.51071389,0.75436905
3.51071389,0.738695528
3.51071389,0.752872
3.51071389,0.763948157
3.876247496,0.730709623
3.51071389,0.75224549
3.51071389,0.81125813
3.51071389,0.766171725
3.51071389,0.756348987
3.51071389,0.741274824
3.51071389,0.75489803
3.51071389,0.766604631
3.51071389,0.754223624
3.51071389,0.805066152
3.51071389,0.758253368
3.876247496,0.772969138
3.51071389,0.748665325
3.51071389,0.735026697
3.51071389,0.747196208
3.51071389,0.759588948
3.51071389,0.746684001
3.51071389,0.810002224
3.51071389,0.765354217
3.51071389,0.755097157
3.51071389,0.740843986
3.51071389,0.753192845
3.876247496,0.707774746
3.51071389,0.76531905
3.51071389,0.752997676
3.876247496,0.793269096
3.876247496,0.739263569
3.876247496,0.78037353
3.876247496,0.715579795
3.876247496,0.761557845
3.876247496,0.822360999
3.876247496,0.745263423
3.876247496,0.795856228
3.876247496,0.752801076
3.876247496,0.74189528
3.876247496,0.781509592
3.876247496,0.717610336
3.876247496,0.763505805
3.876247496,0.744814284
3.876247496,0.748140666
3.876247496,0.788899746
3.876247496,0.849061219
3.98129067,0.83531389
3.98129067,0.861253374
3.98129067,0.843639861
3.98129067,0.892403688
3.98129067,0.841488375
3.98129067,0.849872617
3.98129067,0.87173115
3.98129067,0.887682949
3.98129067,0.860733436
3.98129067,0.869989935
3.98129067,0.856726384
3.98129067,0.845643739
3.98129067,0.871365079
3.98129067,0.858578297
3.98129067,0.868747517
3.98129067,0.86103765
3.98129067,0.886324977
3.98129067,0.862436888
3.98129067,0.869409867
3.98129067,0.85290911
3.98129067,0.860485419
3.98129067,0.871984321
3.98129067,0.868275277
3.98129067,0.884369328
0,0.873555483
0,0.873241671
0,0.871561372
0,0.878139208
0,0.878539317
0,0.814759214
0,0.871333032
0,0.872410464
0,0.825622584
0,0.898147468
0,0.879654249
0,0.885315891
0,0.893270069
0,0.905659805
0,0.892260894
0,0.886054379
0,0.881792796
0,0.892248123
0,0.849982114
0,0.876717894
3.174385512,0.674182102
3.174385512,0.58238898
3.174385512,0.655529013
3.174385512,0.610432274
3.174385512,0.695870836
3.174385512,0.669951698
3.174385512,0.645377603
3.174385512,0.807700666
3.174385512,0.668491575
3.174385512,0.671133627
3.174385512,0.817257891
3.174385512,0.82912052
4.064057833,0.785218458
4.064057833,0.874744638
4.064057833,0.752983863
4.064057833,0.773323696
4.064057833,0.770293937
4.064057833,0.799957181
4.064057833,0.758691378
4.064057833,0.567872956
3.954278555,0.831973164
3.954278555,0.861661171
3.954278555,0.812441176
3.954278555,0.807410019
3.954278555,0.857306314
3.954278555,0.840652028
3.954278555,0.843800901
3.954278555,0.830306483
3.954278555,0.769429608
3.954278555,0.768812846
3.954278555,0.753046232
3.954278555,0.798937338
3.954278555,0.837805329
3.954278555,0.838257798
3.954278555,0.849710524
3.954278555,0.840835813
3.954278555,0.847853739
3.954278555,0.840548767
3.792966756,0.876178051
3.431310829,0.922320585
4.407567093,0.893349899
4.407567093,0.895590598
3.792966756,0.83412521
3.792966756,0.881047863
4.318294314,0.869901828
3.792966756,0.87293047
4.318294314,0.865202096
4.318294314,0.864808073
3.792966756,0.891804357
4.407567093,0.933917329
4.161732581,0.851443553
4.161732581,0.826637873
4.161732581,0.861252881
2.718547313,0.656538426
2.718547313,0.593041079
2.718547313,0.606762871
2.718547313,0.667274455
2.718547313,0.651470288
2.718547313,0.716890262
2.718547313,0.601432619
2.718547313,0.681543483
2.718547313,0.62984011
2.718547313,0.687412743
2.718547313,0.62635259
2.718547313,0.568217014
4.184041762,0.654374835
4.184041762,0.663752506
4.31882152,0.76531546
4.31882152,0.639837781
4.31882152,0.63445924
4.31882152,0.703083068
4.31882152,0.687702851
4.31882152,0.679065697
1.858649868,0.855568329
1.858649868,0.837621374
1.858649868,0.846089192
1.858649868,0.843203138
1.858649868,0.847404172
1.858649868,0.850321699
1.858649868,0.850462721
1.858649868,0.84718838
1.858649868,0.846270173
1.858649868,0.827648489
1.858649868,0.844197383
1.858649868,0.777918407
1.26765176,0.461451261
1.26765176,0.52980673
1.26765176,0.540264387
1.26765176,0.49882628
2.752079563,0.501746305
2.752079563,0.484115009
2.752079563,0.575536768
2.752079563,0.491205587
3.761821393,0.830660536
3.761821393,0.87833134
3.761821393,0.828817746
3.761821393,0.817309667
3.761821393,0.860608603
3.761821393,0.853076777
3.761821393,0.832936995
3.761821393,0.838909455
3.761821393,0.860596731
3.761821393,0.806592293
3.761821393,0.836323842
3.761821393,0.858357806
3.761821393,0.839493643
3.761821393,0.860059769
3.761821393,0.850192147
3.761821393,0.834733145
3.761821393,0.849154606
3.761821393,0.857180379
3.761821393,0.844670886
3.761821393,0.836492052
0,0.888774126
0,0.888348802
0,0.895139699
0,0.860036897
0,0.867354638
0,0.87778733
0,0.867064072
0,0.859865986
0,0.867591119
4.200982461,0.830582523
4.200982461,0.81824305
4.200982461,0.825978622
4.200982461,0.848703091
4.200982461,0.826994251
4.200982461,0.837240322
4.200982461,0.829684335
4.200982461,0.855547632
4.200982461,0.840593325
4.200982461,0.840955476
4.200982461,0.830833462
4.200982461,0.834496232
4.200982461,0.797426501
4.200982461,0.830529329
4.200982461,0.829039204
4.200982461,0.833990382
4.200982461,0.846611476
4.200982461,0.846938413
4.200982461,0.837591373
4.200982461,0.838644696
4.200982461,0.850300213
4.200982461,0.850309288
4.200982461,0.848551524
4.200982461,0.824625816
4.200982461,0.824149084
4.200982461,0.827276005
4.200982461,0.832021131
4.200982461,0.82638902
3.835620676,0.83796467
4.200982461,0.834746015
4.200982461,0.824344409
4.200982461,0.844875769
4.200982461,0.84510603
4.200982461,0.7968958
4.200982461,0.795417377
4.200982461,0.794807379
4.200982461,0.815125837
4.200982461,0.81507439
4.200982461,0.811047391
4.200982461,0.842122908
4.200982461,0.796842004
4.200982461,0.850781905
4.200982461,0.839106169
4.200982461,0.836645688
4.200982461,0.857158425
4.200982461,0.841145198
4.200982461,0.823289167
4.200982461,0.829309915
4.200982461,0.835643955
4.200982461,0.827974517
4.200982461,0.821907488
4.200982461,0.846876253
4.200982461,0.834999375
3.835620676,0.822123551
4.004735879,0.816476273
4.004735879,0.841983367
4.004735879,0.813684648
4.004735879,0.816166572
4.004735879,0.696341638
4.004735879,0.809823265
4.004735879,0.856107163
4.004735879,0.869921651
4.004735879,0.822530843
4.004735879,0.830153971
4.004735879,0.819751798
4.004735879,0.815258002
4.004735879,0.808944534
4.004735879,0.802067204
4.004735879,0.781903374
4.004735879,0.81004521
4.004735879,0.783454972
3.557134172,0.425438306
3.557134172,0.465445463
3.540197285,0.868072773
3.540197285,0.885364106
3.540197285,0.893442646
3.540197285,0.904057415
3.540197285,0.923069194
3.540197285,0.875350889
3.540197285,0.869557365
3.540197285,0.840191763
3.540197285,0.864987244
3.540197285,0.834014924
3.540197285,0.865249685
3.540197285,0.933709992
3.540197285,0.874520967
3.540197285,0.881465624
3.540197285,0.899266087
3.540197285,0.895093153
3.540197285,0.777730398
3.540197285,0.926383771
3.540197285,0.93288575
2.756982811,0.952274237
2.950243476,0.953991901
2.338950506,0.976317857
2.756982811,1.003699146
2.907762534,0.949894717
3.052392773,0.943866329
3.190798124,0.957746121
2.950243476,0.928352101
2.950243476,1.009966887
3.370983028,1.158521521
1.611093932,0.928731858
2.907762534,0.960440144
2.942072561,0.957486828
2.211885191,1.096271843
2.884928357,0.93239846
2.884928357,0.926823337
2.872299485,0.942162341
3.370983028,0.984711712
2.942072561,0.958730693
2.342539156,1.136307078
2.342539156,0.953836448
1.702548977,0.936495905
1.702548977,0.950600536
1.551560725,0.982676808
0,1.121502399
3.494527407,0.983268227
0,0.947737973
3.122237206,0.970077955
3.67062153,0.984117985
0,0.977290251
3.838761489,0.94763538
4.025304792,0.953284374
4.025304792,0.952787354
4.025304792,0.962004727
3.838761489,0.966930452
3.838761489,1.090986965
3.838761489,0.884728605
3.838761489,0.954852658
2.812736824,1.150713377
1.702548977,1.000394539
1.702548977,0.995813841
3.211621495,1.023320594
2.623588244,0.992117024
1.333027786,0.966392167
1.333027786,0.993592201
2.342539156,0.961102231
2.342539156,1.144066359
2.342539156,0.949242614
2.342539156,1.14177609
2.342539156,0.899516924
2.342539156,0.953468309
2.342539156,0.9611704
2.342539156,0.955106105
2.342539156,0.951466433
3.851585109,1.155818377
3.494527407,0.972874082
3.838761489,0.978860226
3.838761489,0.900500728
3.838761489,1.119278602
2.342539156,0.953467175
0,0.989243382
3.851585109,0.952095058
3.851585109,0.964068852
1.702548977,1.185509215
1.702548977,0.979983097
3.620446415,0.966854119
2.596976742,0.967942345
2.596976742,1.02217011
0,1.020636603
0,1.006335167
0,0.997648386
0,0.87473891
2.342539156,0.946174859
2.342539156,1.116183856
3.684153787,1.01340624
3.620446415,0.953658915
3.684153787,1.019364808
3.740053134,0.999544927
3.740053134,0.939054472
3.740053134,0.915745833
3.740053134,0.94767642
3.740053134,0.956877404
3.740053134,0.936424842
3.740053134,0.96474739
3.740053134,0.971682137
3.740053134,0.943146335
3.740053134,0.958602163
3.740053134,0.948469723
3.740053134,0.918889501
3.740053134,0.952622594
3.173927291,0.977193463
0,0.880641402
0,0.880641402
1.539320842,0.884840301
1.539320842,0.890785087
1.539320842,0.875747353
1.539320842,0.884450047
1.539320842,0.875389419
1.539320842,0.873447663
1.539320842,0.867133472
1.539320842,0.861016616
1.539320842,0.855221197
1.539320842,0.868316176
1.539320842,0.862058202
1.539320842,0.850256213
1.539320842,0.848479183
1.539320842,0.851729
1.539320842,0.891075331
1.539320842,0.889249785
1.539320842,0.882713154
1.539320842,0.874735849
1.539320842,0.875185853
1.539320842,0.871112403
1.539320842,0.883387327
1.539320842,0.877421604
1.539320842,0.867589405
1.539320842,0.809501214
1.539320842,0.807635945
1.539320842,0.821992326
1.539320842,0.765453472
1.539320842,0.796635758
1.539320842,0.797174417
3.742121862,0.557925019
3.742121862,0.510500592
4.045893409,0.956171045
4.045893409,0.972926829
4.045893409,0.918537213
4.045893409,1.119026864
4.045893409,0.928544288
4.045893409,0.947889563
4.045893409,1.163132386
4.045893409,0.978531677
4.045893409,0.934388037
4.045893409,0.948150536
4.045893409,0.932495696
4.045893409,0.928241797
4.045893409,0.931195385
4.045893409,0.924285052
4.045893409,0.920818853
4.045893409,0.970290129
4.045893409,0.964927522
4.045893409,0.938490509
2.342539156,0.900584175
2.342539156,0.952843296
2.342539156,0.957537861
2.342539156,0.949198923
2.342539156,0.976620194
2.342539156,0.951651056
2.342539156,0.959131941
2.342539156,0.952301042
2.342539156,0.938715605
2.342539156,0.955106089
3.684153787,1.013680875
2.950243476,0.934413607
2.907762534,1.130338553
3.173927291,1.157279452
2.756982811,0.995578502
2.756982811,0.950692359
2.211885191,0.922047689
2.942072561,1.149173012
1.611093932,0.927986065
1.611093932,0.903784153
2.338950506,0.974698115
3.052392773,0.939770211
2.942072561,0.948145015
2.884928357,1.106282483
2.884928357,0.936377409
3.620446415,0.972681998
3.620446415,0.958262889
2.342539156,0.947699714
2.342539156,0.962698642
2.342539156,0.956247161
2.342539156,1.11801067
2.342539156,0.958344043
2.342539156,0.982502266
3.500895722,0.697403785
3.500895722,0.686341242
3.500895722,0.773086676
3.500895722,0.775133734
3.500895722,0.697009953
3.500895722,0.755473137
0,0.796554512
0,0.802708249
0,0.798987534
0,0.808482535
0,0.807809474
0,0.804051916
0,0.828234011
0,0.821524934
0,0.823735582
0,0.821043536
0,0.826985234
0,0.821473474
0,0.824271806
0,0.821170366
0,0.824829498
0,0.81840473
0,0.812272327
0,0.804793826
0,0.820250047
0,0.816486309
0,0.822682389
0,0.817218056
0,0.821431525
0,0.815992915
4.064057833,0.922362394
4.064057833,0.813113616
4.064057833,0.503894451
4.064057833,0.58887026
4.064057833,0.740018977
4.064057833,0.586402488
4.064057833,0.896279631
4.064057833,0.852517271
4.064057833,0.830457914
4.064057833,0.934826176
4.064057833,0.852746603
4.064057833,0.714140364
4.064057833,0.862475055
4.064057833,0.721594847
4.064057833,0.665109257
4.064057833,0.759314867
4.064057833,0.518527409
4.064057833,0.533019697
4.064057833,0.712691171
4.064057833,0.764504606
4.064057833,0.489373496
4.064057833,0.529799124
4.064057833,0.786339469
4.064057833,0.75421858
4.064057833,0.651929826
4.064057833,0.76821504
4.064057833,0.690012159
4.064057833,0.733746
4.064057833,0.676045511
4.064057833,0.493684609
4.064057833,0.513261231
2.907762534,0.932311026
2.342539156,0.954422386
2.342539156,0.95238276
2.342539156,0.968569315
2.342539156,1.150110011
2.342539156,0.89532932
2.342539156,0.948249688
2.342539156,1.147831262
2.342539156,0.940015648
2.342539156,0.95672181
2.342539156,0.968820992
2.342539156,0.937363463
2.342539156,0.967665323
2.342539156,1.126411408
3.620446415,0.953981154
3.620446415,0.967780368
2.942072561,0.953237156
1.611093932,0.945458631
2.338950506,0.977169359
2.756982811,0.996659784
2.756982811,0.981701873
3.052392773,0.939764256
3.684153787,1.013920083
2.942072561,0.948145034
2.884928357,0.902153836
2.950243476,0.931066327
2.211885191,0.920550827
3.173927291,0.973172201
3.627117305,0.849047042
3.627117305,0.85402078
3.627117305,0.849478545
3.627117305,0.850259383
3.627117305,0.849839316
3.627117305,0.865895276
3.627117305,0.870636397
3.627117305,0.841566783
2.92280028,0.900588824
2.92280028,0.905498573
2.92280028,0.84931321
2.92280028,0.840794587
